Date,Value,Return,MA5,MA10,MA30
3/7/17,1279.5,0.003374085521467,1279.554135,1237.6758728,1114.12383653333
3/8/17,1157.3933,-0.09543313794451,1254.004795,1238.3782028,1118.56982153333
3/9/17,1192.469143,0.030305897744527,1235.0986236,1238.5499221,1123.3151263
3/10/17,1192.09,-0.000317947849826,1219.3299636,1239.0023935,1127.95679296667
3/11/17,1179.159875,-0.010846601347214,1200.1224636,1237.829381,1134.72535546667
3/12/17,1227.494625,0.040990836802346,1189.7213886,1234.6377618,1142.33839296667
3/13/17,1227.68,0.000151018991224,1203.7787286,1228.8917618,1150.00805963333
3/14/17,1245.370786,0.014409932555715,1214.3590572,1224.7288404,1158.16693166667
3/15/17,1257.399625,0.009658841475345,1227.4209822,1223.3754729,1166.75100666667
3/16/17,1257,-0.000317818609179,1242.9890072,1221.5557354,1175.27767333333
3/17/17,1091.171888,-0.131923716785998,1215.7244598,1202.7229242,1177.90587
3/18/17,952.2323625,-0.127330558116431,1160.6349323,1182.20683045,1175.14001125
3/19/17,967.69,0.016233052045635,1105.0987751,1159.72891615,1172.88967791667
3/20/17,1049.084488,0.084112151618804,1063.4357477,1145.42836495,1172.63792291667
3/21/17,1118.630043,0.066291662678745,1035.7617563,1139.37538175,1174.83294815
3/22/17,1113,-0.005032980327348,1040.1273787,1127.92591925,1176.90394815
3/23/17,1038.789,-0.066676549865229,1057.4387062,1109.03681925,1174.07063385
3/24/17,941.9197143,-0.09325212887314,1052.28464906,1078.69171208,1168.02718472667
3/25/17,927.93,-0.014852342601616,1028.05375146,1045.74474958,1161.29118472667
3/26/17,956.7863125,0.03109751004925,995.68500536,1015.72338083,1154.02185347667
3/27/17,1037.22925,0.084076179235685,980.53085536,1010.32911703,1150.24263801
3/28/17,1041.04,0.003673970821783,980.98105536,1019.20988078,1146.59830467667
3/29/17,1040.5755,-0.000446188426958,1000.7122125,1026.49843078,1141.59242301
3/30/17,1037.90455,-0.002566800775148,1022.7071225,1025.38043698,1136.60373181
3/31/17,1034.74,-0.003048979792988,1038.29786,1016.99143268,1131.39873181
4/1/17,1086.929571,0.050437376539034,1048.2379242,1014.38438978,1125.64935694333
4/2/17,1099.169125,0.011260668884682,1059.8637492,1020.42240228,1119.45032777667
4/3/17,1079.99,-0.017448747934946,1067.7466492,1034.22943085,1112.54999444333
4/4/17,1141.600363,0.057047160621858,1088.4858118,1055.59646715,1108.23889654333
4/5/17,1133.079314,-0.007464126042854,1108.1536746,1073.2257673,1103.50162784333
4/6/17,1133.53,0.000397753267959,1117.4737604,1082.8558423,1098.63596117667
4/7/17,1190.45425,0.050218565013718,1135.7307854,1097.7972673,1099.73799284333
4/8/17,1181.149838,-0.007815850126118,1155.962753,1111.8547011,1099.36068267667
4/9/17,1184.03,0.002438439144077,1164.4486804,1126.4672461,1099.09201601
4/10/17,1207.744875,0.020028947746257,1179.3817926,1143.7677336,1100.04484934333
4/11/17,1226.617038,0.015625951631548,1197.9992002,1157.7364803,1100.01559644333
4/12/17,1219.09,-0.006136420550845,1203.7263502,1169.7285678,1099.72926311
4/13/17,1180.023713,-0.032045449474608,1203.5011252,1179.7319391,1097.55102734333
4/14/17,1185.260057,0.004437490486261,1203.7471366,1184.0979085,1095.14637507667
4/15/17,1170.36,-0.012571128936643,1196.2701616,1187.8259771,1092.25837507667
4/16/17,1186.927413,0.014155826412386,1188.3322366,1193.1657184,1095.45022591
4/17/17,1205.634875,0.015761251947764,1185.6412116,1194.6837809,1103.89697632667
4/18/17,1176.97,-0.023775751344287,1185.030469,1194.2657971,1110.87297632667
4/19/17,1217.930088,0.034801301647451,1191.5644752,1197.6558059,1116.50116299333
4/20/17,1241.686325,0.019505419263441,1205.8297402,1201.0499509,1120.60303906
4/21/17,1236.63,-0.004072143582639,1215.7702576,1202.0512471,1124.72403906
4/22/17,1261.311225,0.019958455641542,1226.9055276,1206.2733696,1132.14144656
4/23/17,1257.988113,-0.002634648716458,1243.1091502,1214.0698096,1142.67705985
4/24/17,1240.84,-0.013631379202071,1247.6911326,1219.6278039,1153.10739318333
4/25/17,1279.414688,0.031087560039973,1255.2368052,1230.5332727,1163.86167236667
4/26/17,1309.109875,0.023209978186525,1269.7327802,1242.7515189,1172.92435986667
4/27/17,1288.02,-0.016110087780065,1275.0745352,1250.9900314,1181.15702653333
4/28/17,1331.294429,0.033597637459046,1289.7357984,1266.4224743,1190.8476575
4/29/17,1334.979038,0.002767689039882,1308.563606,1278.1273693,1200.75014043333
4/30/17,1333,-0.001482448745386,1319.2806684,1287.2587368,1210.69214043333
5/1/17,1417.172813,0.063145396099025,1340.893256,1305.3130181,1221.7002485
5/2/17,1452.076288,0.024628947634208,1373.7045136,1324.3895244,1233.4638206
5/3/17,1447.55,-0.003117114463892,1396.9556278,1343.3457131,1245.7158206
5/4/17,1508.292125,0.041962022037236,1431.6182452,1370.0909256,1257.93887933333
5/5/17,1533.335071,0.016603511736826,1471.6852594,1395.4829639,1271.2807379
5/6/17,1518.75,-0.009511992046519,1492.0006968,1416.4469764,1284.12140456667
5/7/17,1535.868429,0.011271393580247,1508.759125,1441.2318193,1295.63521053333
5/8/17,1640.619225,0.068202974956783,1547.37297,1472.1642989,1310.95085676667
5/9/17,1651.1,0.006388304391593,1575.934545,1503.7763951,1326.51985676667
5/10/17,1762.88625,0.06770410635334,1621.8447808,1546.7650201,1345.02456926667
5/11/17,1820.990563,0.032959763002293,1682.2928934,1587.1467951,1364.8370201
5/12/17,1829,0.004398395665931,1740.9192076,1624.8391663,1385.16735343333
5/13/17,1771.920013,-0.031208303444505,1767.1793652,1657.2761676,1404.8972301
5/14/17,1776.3165,0.002481199471615,1792.2226652,1684.0786051,1424.59911153333
5/15/17,1780,0.002073673244605,1795.6454152,1708.745098,1444.92044486667
5/16/17,1739.031975,-0.023015744382022,1779.2536976,1730.7732955,1463.32393026667
5/17/17,1807.485063,0.039362754097722,1774.9507102,1757.9349589,1483.3856032
5/18/17,1783.98,-0.013004291698537,1777.3627076,1772.2710364,1503.61926986667
5/19/17,1961.520488,0.099519326449848,1814.4035052,1803.3130852,1528.40561653333
5/20/17,2052.909788,0.046591050442294,1868.9854628,1832.315439,1555.44639863333
5/21/17,2008.84,-0.021466987130951,1922.9470678,1851.1003827,1581.18673196667
5/22/17,2090.662313,0.040731124927819,1979.5825178,1877.266614,1608.83176823333
5/23/17,2287.710288,0.094251459824349,2080.3285754,1928.8456415,1643.15584073333
5/24/17,2256.32,-0.013721268888222,2139.2884778,1976.8459915,1677.00517406667
5/25/17,2387.206286,0.058008742554248,2206.1477774,2037.5666201,1713.93156066667
5/26/17,2211.976857,-0.073403555456288,2246.7751488,2084.8611083,1744.02712673333
5/27/17,2279.82,0.030670819536518,2284.6066862,2132.094602,1777.08712673333
5/28/17,2192.9808,-0.038090375555965,2265.6607886,2172.994682,1805.81000576667
5/29/17,2275.9307,0.037825182965578,2269.5829286,2204.4357032,1837.17506116667
5/30/17,2290.02,0.006190566347209,2250.1456714,2228.1467244,1869.07572783333
5/31/17,2285.933914,-0.001784301447149,2264.9370828,2255.8561158,1898.0344312
6/1/17,2399.242671,0.049567818345951,2288.821617,2286.7141516,1929.60664396667
6/2/17,2409.93,0.004454459371359,2332.211457,2298.9361228,1961.6859773
6/3/17,2525.765158,0.04806577701427,2382.1783486,2325.8806386,1995.60174506667
6/4/17,2516.173143,-0.003797667003846,2427.4089772,2338.7773243,2028.36301413333
6/5/17,2529.53,0.005308401386112,2476.1281944,2370.5326386,2062.0556808
6/6/17,2883.313697,0.139861435523595,2572.9423996,2430.8820083,2106.97052306667
6/7/17,2664.920863,-0.075743695258421,2623.9405722,2478.0760146,2141.113911
6/8/17,2683.03,0.006795375146568,2655.3935406,2518.7859446,2175.51157766667
6/9/17,2827.4913,0.053842595871086,2717.657172,2572.5330746,2210.99841266667
6/10/17,2845.372857,0.006324177549193,2780.8257434,2628.4769689,2245.14448913333
6/11/17,2898.63,0.018717105165666,2783.889004,2678.4157018,2280.79882246667
6/12/17,2657.675063,-0.083127179736634,2782.439844,2703.1902081,2310.3239908
6/13/17,2748.185086,0.034056090701258,2795.4708612,2725.4322009,2342.71961033333
6/14/17,2706,-0.01535016189954,2771.1726012,2744.4148866,2373.586277
6/15/17,2442.48025,-0.097383499630451,2690.5940798,2735.7099116,2397.03455283333
6/16/17,2464.959814,0.009203580663549,2603.8600426,2693.8745233,2418.95037786667
6/17/17,2477.94,0.005265881385278,2567.91303,2675.176437,2442.08237786667
6/18/17,2507.389252,0.011884570247867,2519.7538632,2657.6123622,2460.27800333333
6/19/17,2617.210263,0.043798947814904,2501.9959158,2636.5842585,2479.08801916667
6/20/17,2600,-0.006575804490493,2533.4998658,2612.0469728,2498.7933525
6/21/17,2671.04325,0.027324326923077,2574.716553,2589.2882978,2518.13938373333
6/22/17,2727.288013,0.021057226609865,2624.5861556,2596.2495928,2532.79197456667
6/23/17,2713.48,-0.005062909723572,2665.8043052,2592.7790842,2548.03064123333
6/24/17,2589.164888,-0.045813903916742,2660.1952302,2581.095573,2554.76259463333
6/25/17,2512.366286,-0.029661533862111,2642.6684874,2588.0841766,2564.7755756
6/26/17,2502.03,-0.004114163630358,2608.8658374,2591.7911952,2572.1825756
6/27/17,2517.903114,0.006344094195513,2566.9888576,2595.7875066,2583.0133194
6/28/17,2585.349186,0.026786603354588,2541.3626948,2603.5835,2593.32726893333
6/29/17,2558.3,-0.010462488450873,2535.1897172,2597.6924737,2602.2699356
6/30/17,2477.641375,-0.031528212093969,2528.244735,2585.4566112,2608.6601843
7/1/17,2501.191343,0.009504994644352,2528.0770036,2568.4714205,2612.05847336667
7/2/17,2421.26,-0.031957308353758,2508.7483808,2537.8686192,2612.43614003333
7/3/17,2561.225429,0.057806856347522,2503.9236294,2522.6431621,2613.61814906667
7/4/17,2599.729838,0.015033588439357,2512.209597,2523.6996571,2616.40337223333
7/5/17,2598.89,-0.000323048182824,2536.459322,2532.3520285,2618.71537223333
7/6/17,2609.96775,0.004262492833479,2558.2146034,2543.1458035,2609.60384066667
7/7/17,2491.201214,-0.045504982197577,2572.2028462,2540.4756135,2603.8131857
7/8/17,2502.86,0.004679985676982,2560.5297604,2532.2266949,2597.80751903333
7/9/17,2536.238938,0.013336318451691,2547.8315804,2530.0205887,2588.09910696667
7/10/17,2366.170143,-0.067055509814904,2501.287609,2518.8734655,2572.12568316667
7/11/17,2327.09,-0.016516201557024,2444.712059,2501.4633312,2553.07434983333
7/12/17,2385.748571,0.025206833856877,2423.6215304,2497.9121883,2544.01013343333
7/13/17,2354.783417,-0.012979219342892,2394.0062138,2477.2679871,2530.89674446667
7/14/17,2338.49,-0.006919284755605,2354.4564262,2451.1440033,2518.64641113333
7/15/17,2058.9956,-0.119519176904755,2293.0215176,2397.1545633,2505.86358946667
7/16/17,1931.2143,-0.062060016058315,2213.8463776,2329.2792183,2488.07207233333
7/17/17,1910.96,-0.010487857303045,2118.8886634,2271.2550969,2469.172739
7/18/17,2320.12225,0.214113456063968,2111.95643,2252.9813219,2462.9305056
7/19/17,2264.7657,-0.023859324654121,2097.21157,2225.8339981,2451.1823535
7/20/17,2265.21,0.000196179233905,2138.45445,2215.7379838,2440.02268683333
7/21/17,2682.195363,0.184082430768008,2288.6506626,2251.2485201,2440.39442393333
7/22/17,2807.609857,0.046758150330901,2467.980634,2293.4346487,2443.07181873333
7/23/17,2825.51,0.006375580622561,2569.058184,2340.507307,2446.80615206667
7/24/17,2751.821029,-0.026079883277709,2666.4692498,2381.8404099,2452.22802343333
7/25/17,2560.997917,-0.069344303277363,2725.6268332,2432.0406416,2453.8490778
7/26/17,2564.3,0.001289373559455,2702.0477606,2495.3492116,2455.92474446667
7/27/17,2647.625,0.032494247942908,2670.0507892,2569.0157116,2460.24880733333
7/28/17,2781.636583,0.050615771871017,2661.2761058,2615.1671449,2466.79172056667
7/29/17,2784.8,0.001137250286157,2667.8719,2667.1705749,2474.34172056667
7/30/17,2745.955417,-0.01394878734559,2704.8634,2715.2451166,2483.28552196667
7/31/17,2866.431667,0.043874073575318,2765.2897334,2733.668747,2495.46019943333
8/1/17,2862.9,-0.001232077862053,2808.3447334,2739.1977613,2510.18153276667
8/2/17,2693.633983,-0.059123971148137,2790.7442134,2726.0101596,2514.59515123333
8/3/17,2794.117717,0.037304152915419,2792.6077568,2730.2398284,2521.0747472
8/4/17,2790,-0.001473709205216,2801.4166734,2753.1400367,2527.44508053333
8/5/17,3218.115017,0.15344624265233,2871.7533434,2818.5215384,2547.7166561
8/6/17,3252.562533,0.010704252588247,2949.68585,2879.0152917,2573.09536673333
8/7/17,3210.2,-0.013024356202286,3052.9990534,2921.8716334,2596.67336673333
8/8/17,3457.374333,0.076996552551243,3185.6503766,2989.1290667,2627.3778799
8/9/17,3357.326317,-0.028937571221334,3299.11564,3050.2661567,2660.41641903333
8/10/17,3340.28,-0.005077348875409,3323.5486366,3097.65099,2694.18941903333
8/11/17,3632.506667,0.087485679942999,3399.5374634,3174.6116567,2735.74802223333
8/12/17,3852.802914,0.060645792890433,3528.0580462,3290.5285498,2785.68200546667
8/13/17,3868.52,0.004079390083227,3610.2871796,3397.9687781,2836.68300546667
8/14/17,4282.992,0.107139681325158,3795.4203162,3547.2679781,2910.8162188
8/15/17,4217.028329,-0.015401306142996,3970.769982,3647.1593093,2987.01001976667
8/16/17,4179.97,-0.00878778279604,4080.2626486,3739.900056,3062.64368643333
8/17/17,4328.725717,0.035587747519719,4175.4472092,3851.7526277,3129.59713533333
8/18/17,4130.440067,-0.045806933255503,4227.8312226,3919.0592011,3191.7862809
8/19/17,4104.71,-0.006229376672372,4192.1748226,3993.7975694,3253.10294756667
8/20/17,4157.958033,0.012972422655925,4180.3607634,4075.5653727,3302.29503656667
8/21/17,4043.722,-0.027474070708111,4153.1111634,4116.686906,3343.49877466667
8/22/17,3986.28,-0.014205229736367,4084.62202,4130.0346146,3382.191108
8/23/17,4174.95,0.047329841355851,4093.5240066,4160.6776146,3429.62874036667
8/24/17,4340.316717,0.039609268853519,4140.64535,4166.4100863,3488.93936703333
8/25/17,4331.77,-0.001969145930417,4175.4077434,4177.8842534,3547.8550337
8/26/17,4360.513317,0.006635467026181,4238.7660068,4195.9385851,3604.95131093333
8/27/17,4354.308333,-0.00142299393418,4312.3716734,4198.4968467,3657.3737026
8/28/17,4339.05,-0.003504192131816,4345.1916734,4219.35784,3709.18203593333
8/29/17,4607.98545,0.061980260656134,4398.72542,4269.685385,3771.2497037
8/30/17,4594.98785,-0.00282066862863,4451.36899,4313.3883667,3828.86824313333
8/31/17,4582.52,-0.002713358643592,4495.7703266,4367.2681667,3886.1889098
9/1/17,4911.740017,0.071842570681634,4607.2566634,4459.8141684,3960.1257776
9/2/17,4580.38748,-0.067461334649871,4655.5241594,4500.3579164,4019.66810303333
9/3/17,4585.57,0.001131458860768,4651.0410694,4524.8832447,4079.52043636667
9/4/17,4344.098317,-0.052659033228148,4600.8631628,4526.1160764,4117.05321303333
9/5/17,4488.72014,0.033291563046362,4582.1031908,4538.9367587,4158.2584666
9/6/17,4385.02,-0.02310238481475,4476.7591874,4542.0079254,4197.41913326667
9/7/17,4654.6585,0.061490825583464,4491.6133914,4573.5687754,4237.3286055
9/8/17,4310.750183,-0.073884758033269,4436.649428,4543.8452487,4269.10940103334
9/9/17,4312.26,0.000350244606137,4430.2817646,4515.5724637,4301.50873436667
9/10/17,4329.955,0.004103416769861,4398.5287366,4490.3159637,4324.75701213333
9/11/17,4248.090017,-0.018906659076134,4371.14274,4423.9509637,4337.9332489
9/12/17,4198.59,-0.011652299457382,4279.92904,4385.7712157,4348.93558223333
9/13/17,3961.271267,-0.056523435963026,4210.0332568,4323.3413424,4338.2115578
9/14/17,3319.63,-0.161978623464971,4011.5072568,4220.8945107,4308.29828016667
9/15/17,3216.43,-0.031087801953832,3788.8022568,4093.6654967,4276.18028016667
9/16/17,3763.62604,0.170125275538408,3691.9094614,4031.5261007,4257.34362426667
9/17/17,3746.060783,-0.004667110072392,3601.403618,3940.666329,4244.53098146667
9/18/17,3678.53,-0.018027145556864,3544.8553646,3877.4443107,4230.32498146667
9/19/17,3943.413333,0.072007930613588,3669.6120312,3840.559644,4223.17349146667
9/20/17,3977.561667,0.008659587802839,3821.8383646,3805.3203107,4220.96814703333
9/21/17,3894.48,-0.020887587410471,3848.0091566,3769.959309,4217.90814703333
9/22/17,3637.50255,-0.065985048068035,3826.29751,3713.850564,4199.99323203333
9/23/17,3776.3869,0.038181237838582,3845.86889,3695.3621273,4181.19557146667
9/24/17,3777.62,0.00032652904288,3812.7102234,3741.1611273,4162.7239048
9/25/17,3942.555,0.04366108819839,3805.70889,3813.7736273,4148.7919609
9/26/17,3910.307383,-0.008179370230726,3808.8743666,3828.4417616,4133.99192923333
9/27/17,3881,-0.007494905164595,3857.5738566,3841.9356833,4118.7235959
9/28/17,4201.98905,0.082707820149446,3942.6942866,3894.2815883,4105.19038256667
9/29/17,4193.574667,-0.002002476184463,4025.88522,3919.2977217,4091.80994313333
9/30/17,4164.27,-0.00698799218495,4070.22822,3937.968555,4077.86827646667
10/1/17,4360.722967,0.047175847627555,4160.3113368,3984.5928517,4059.50104146667
10/2/17,4386.88375,0.005999184813613,4261.4880868,4059.5309717,4053.05091713333
10/3/17,4394.07,0.001638121821669,4299.9042768,4121.2992817,4046.6675838
10/4/17,4225.175,-0.038437029906215,4306.2243434,4166.0547817,4042.70347323333
10/5/17,4338.852,0.026904684421355,4341.1407434,4205.6844817,4037.70786856667
10/6/17,4318.58,-0.00467220361515,4332.71215,4246.5117434,4035.4932019
